"y","x1","x2","x3"
20283.3047446572,60.1772994018247,199.188565142961,"A"
12855.8859709634,47.1448813191512,191.762046718886,"C"
16713.9726034812,56.8172046848857,197.758223613925,"B"
16560.6987326474,53.7525506646661,206.358334822224,"A"
15625.5454540739,52.61910352832,197.304963623512,"A"
9625.12445326996,37.0379453202781,204.208914070639,"A"
16685.9064802315,48.2596285428752,198.449930087297,"B"
15002.3496467125,52.2551638910295,199.621754067878,"B"
15849.6437898844,50.6776864361298,201.554882145984,"A"
19787.8445152891,62.4279493649885,200.298789112334,"C"
17899.4510277536,55.8546067856871,195.928955073131,"A"
15358.4981323179,52.3157607491644,192.826249759008,"B"
17221.6209243744,52.8834837184023,200.653678924833,"B"
15381.6860233756,50.040091253259,202.02886541355,"A"
18340.0327892438,58.57027048397,201.28442655378,"A"
12893.7726351703,43.6842488963857,199.662865529292,"A"
15892.0628230268,51.1669530110908,205.726861393774,"A"
16037.2311892309,50.1265501436167,200.88376766181,"A"
16821.6035264039,54.504324243406,200.518244653999,"A"
12477.4569536389,36.6287648004392,209.107778759766,"C"
17259.9688805183,52.5265685688831,203.570000661801,"B"
16062.8350213675,52.2578773827785,198.983359375269,"C"
20107.5155855375,57.4347227077476,200.549549235151,"B"
15675.9297993465,50.9527119720813,192.874332773421,"A"
20085.2133710471,58.2860872443974,212.068111204332,"B"
16395.0773962625,58.6322736386394,200.998126690075,"C"
13856.9998251295,51.1486685476598,206.554104689483,"A"
12885.6871699722,40.2392534771121,199.030750619978,"A"
16519.1977943034,53.5202181448094,202.715075323651,"B"
19044.1964410318,63.3714018388894,203.623020576807,"B"
12946.3144634734,41.8577637480407,196.424386851421,"B"
17044.7554976744,54.2967334944804,206.200313635802,"A"
15229.5931954357,50.9666284149465,199.078572182719,"A"
16183.1454804516,50.2157889672898,198.589837519509,"B"
17264.6961918897,50.6167123048231,192.343593926406,"C"
17234.7334297094,52.23492651104,199.491708649629,"A"
14002.5777594649,47.7476829040201,200.145625317194,"B"
19238.2390945392,59.7303152204457,197.65123601257,"C"
16570.795250075,55.843280619365,203.310372535959,"A"
19083.5570801223,59.4755807698972,203.196149115875,"C"
14406.8924018385,50.6615224300057,197.820174189549,"B"
14795.4043452996,47.7536938353958,207.445803774025,"A"
19321.2684279239,52.6475424801894,202.335086567031,"B"
13383.8099194523,47.3347780187568,198.00377764018,"B"
17651.9750105307,55.7985536082892,202.907863600008,"C"
11667.6291454789,41.8256609411404,202.747876462148,"C"
15418.0397480274,51.6513954234113,202.207490279744,"B"
14114.6282447504,40.2274036900715,199.871483025964,"A"
13709.1952048335,51.5564563928467,196.927416982649,"B"
17292.771318203,57.7412797180388,205.096779331488,"C"
16648.7448858657,49.1739875493384,202.705801755734,"B"
14684.4704904547,44.8738911714413,207.859885331761,"B"
19205.6000085957,57.7285839521346,198.573171006885,"C"
16273.6980604932,46.0785163473428,207.404346801935,"B"
17333.0504383123,54.0477995567663,193.924553659057,"C"
12544.0099149772,46.2266458300611,197.52764115948,"B"
18663.6757905232,54.1317425381105,207.538461709733,"A"
19329.2175300749,57.9102006418321,195.420711348732,"C"
13503.8550295862,48.7854036874153,199.841085436997,"C"
7022.06762871724,28.872636557456,193.817460565132,"B"
10893.3185490439,36.8117881411913,197.531385291512,"A"
15951.1765370549,56.0264331300846,201.597375464391,"A"
15473.9376520756,53.5778032637146,200.268032696512,"B"
16847.8463221192,51.2882547962394,209.536736716856,"A"
16693.966018164,51.0227484038803,203.366989186922,"B"
14157.3171217473,50.5672474027098,201.926938429176,"B"
18207.1893688231,55.2691846166017,207.247666690874,"C"
15347.6813581168,45.3240510021959,202.488592615699,"B"
11645.2315028507,47.7070838921361,193.469710019036,"A"
16640.6682415095,50.0760088259492,198.506720835051,"C"
17153.9434444178,55.3866765774372,200.454806890138,"B"
17811.0001914912,53.0321791013713,198.746412726391,"B"
16849.1201305516,54.3018406078862,198.479150604807,"A"
13657.1527008959,48.1007013287424,197.475640937307,"A"
16653.2473379566,50.9179075519155,206.047022547513,"A"
14338.6833153299,44.3005653819705,197.527751248518,"A"
16086.5306309312,52.9610275820565,189.749887893838,"A"
14890.4139941556,46.5281126824713,201.395009511233,"B"
15352.7172699381,49.0754471399266,203.654030112571,"B"
18711.7867178429,59.4052936893679,205.263468010888,"A"
16185.8700215463,47.3565308610065,203.984589410009,"B"
14850.7829983948,50.2420380384841,201.102086931039,"A"
14260.4802776792,47.1942284493857,195.023506296349,"A"
18052.5700227281,52.110267586199,204.760867797303,"B"
19740.246716178,65.9442736539145,203.970095160544,"A"
17117.2969081694,55.8414846288307,204.301283274198,"B"
13657.378961727,47.8902194775201,191.992140687935,"A"
14114.3616991579,42.2544537796071,197.835968619312,"B"
17486.8768059706,51.511589489145,202.912137564336,"A"
11397.8085718862,36.5195776325754,200.309340649572,"B"
15845.4830054057,50.8327004758347,199.343039945642,"A"
18404.8767596331,54.1980682335137,200.82328600942,"B"
16881.1478153969,50.7996080542413,199.957508507741,"C"
15522.0514741834,51.35556316714,199.245674942231,"A"
12001.0745228481,34.3328360091444,196.105860871995,"B"
10165.4255427817,37.767251473369,199.124983844883,"B"
12704.4168127011,43.4947873639336,189.370429228429,"B"
15885.7229316834,48.1990293880127,200.554935206993,"B"
15240.2943488271,49.9815761829251,199.167561265703,"B"
14732.5351732936,47.304555702683,199.757882678699,"A"
14267.3522295572,45.2095313140445,199.629178899654,"B"
14848.473042343,49.3984611323599,190.097125534682,"B"
17417.9401314097,52.2414115676746,200.654255872411,"B"
14970.5040158943,52.0968336505552,186.991185432059,"B"
14446.0394257154,44.4490591329569,212.455104828034,"C"
12685.095709078,43.246892379986,203.594612071287,"B"
15341.1182119312,46.0428844445592,199.74163846867,"C"
16865.0709811215,48.846574234469,201.508695612633,"C"
16178.1659945305,55.3395604508799,206.113772701786,"B"
12196.7768862679,42.4291188698889,201.532688173712,"B"
14452.8865446455,47.0155281132911,199.331718517725,"B"
16779.8643577253,57.926845180709,189.170538532622,"B"
18002.6433396849,56.0354198837505,199.261582623027,"C"
12478.7476516643,46.118042279307,202.421808833436,"B"
16727.4882554705,52.8520455451673,205.48324916046,"C"
13040.5560795523,42.4059664626741,199.756958110137,"B"
15285.6471724915,45.855778467435,197.525986062206,"A"
9437.90995255633,37.7034080788904,198.163512111604,"B"
14271.0394690716,48.3045985990101,197.496309593289,"B"
21554.4498143533,68.2429751025686,199.951670982929,"B"
13078.8935234895,50.3400857600942,198.58622295954,"B"
13101.0525818534,45.5004286485707,191.402416990471,"C"
13088.6314983,46.7925959777793,199.748984327782,"C"
14521.6479099433,48.0401105940921,201.116174958367,"B"
14212.9973005656,51.5412466292569,193.769111510025,"A"
16137.6872778911,54.7784459278396,200.03189297902,"B"
13971.5384676962,49.3517878377751,200.017673916786,"C"
9924.99267717381,41.7384358456987,198.60779003743,"A"
15137.7956330694,50.9958955458342,198.607764320143,"A"
14528.2299261366,49.8687295656399,195.223672000981,"A"
15671.9084266833,53.9293820240224,198.534089712498,"B"
15640.3686897085,51.9317317329365,182.907198444613,"B"
16402.3277446889,53.7365634263759,200.315663564092,"C"
14710.1426402046,52.1113995686489,201.695970403212,"B"
18565.2038330052,55.1395490885051,204.604859165343,"A"
15335.5024247445,48.2290437906829,195.916322370222,"C"
14724.9272908036,54.2182428581722,203.442101767106,"C"
14065.8366489536,45.0988419877234,201.540357806475,"A"
14949.7810783665,51.1600398930555,188.34899491941,"A"
15072.7775385805,46.9799964800055,202.145415017501,"C"
22336.2099077639,70.2210639039316,200.423089232857,"A"
17887.5132522342,53.5890737266846,204.089149092048,"B"
15885.2011610337,57.5745976435972,201.245369384257,"B"
15389.6873371091,49.2868539713688,200.907809656885,"B"
21587.9012005541,64.1849535955386,206.089714629011,"A"
13259.4003456588,39.582220563835,201.453094964162,"B"
19051.6188509744,51.7896780338304,198.106371081626,"B"
16506.0474583586,51.5068920560599,198.846178992562,"A"
16741.1480562905,45.6986760262892,198.861571404518,"C"
13972.3570637983,41.3721158816977,196.237972438339,"B"
15784.0411925588,53.340494201677,201.102837252797,"C"
15200.4662168077,51.7260752429358,198.320837656637,"C"
14503.5685613115,45.7456303063043,201.949361056381,"A"
13927.2174242033,47.4787092533218,203.818757034546,"C"
17370.7398512897,52.0196442866026,202.924726775992,"A"
14941.2282371343,52.5254547370021,204.768307052212,"B"
14312.3055573331,51.6759811408126,191.467114161599,"B"
21521.989406262,58.6278792515224,197.769810838769,"B"
15908.5532862397,49.3220256170146,200.583616199685,"B"
19945.1572588121,62.7846006313705,202.134064301076,"B"
18009.2043155883,52.7727893180006,198.696255730412,"B"
14103.1754359555,46.6916107936532,196.052527819397,"B"
18710.3997289804,58.1492290807997,201.32646693224,"B"
15138.6462389473,53.6308017887774,201.404879436086,"C"
10461.8025594532,35.8944461557535,190.283435375786,"B"
18289.4356524877,56.7989334844273,201.812231622364,"B"
16660.4064976336,52.7758182059585,202.835958783352,"C"
12470.895000834,43.5348674576023,199.376035726739,"A"
13055.0086551114,48.2626544460315,193.217616879466,"C"
11913.0132666074,43.7024191679125,191.239962607914,"A"
14685.3683171123,47.7792475075262,200.788171788191,"C"
